"LOCATION","Country","VARIABLE","Variable","EDITION","Edition","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2015","2015","PC","Percentage","0","Units","2015","2015",0.43412086330038,,
"BEL","Belgium","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2016","2016","PC","Percentage","0","Units","2015","2015",0.176057630991877,,
"BEL","Belgium","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2017","2017","PC","Percentage","0","Units","2015","2015",-0.0709290443827389,,
"BEL","Belgium","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2018","2018","PC","Percentage","0","Units","2015","2015",0.254387762288045,,
"BEL","Belgium","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2019","2019","PC","Percentage","0","Units","2015","2015",-0.37697189558043,,
"BEL","Belgium","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2020","2020","PC","Percentage","0","Units","2015","2015",0.298721272483322,,
"BEL","Belgium","CQ_ISKV","Change in inventories, contributions to changes in real GDP","EO107_2","EO107_2 Double-hit scenario","A","Annual","2021","2021","PC","Percentage","0","Units","2015","2015",0.145516702159769,,
"BEL","Belgium","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.42833333333333,,
"BEL","Belgium","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.815,,
"BEL","Belgium","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.32833333333333,,
"BEL","Belgium","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.4175,,
"BEL","Belgium","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2009","2009","PC","Percentage","0","Units",,,3.90166666666667,,
"BEL","Belgium","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2010","2010","PC","Percentage","0","Units",,,3.4625,,
"BEL","Belgium","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.23333333333333,,
"BEL","Belgium","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2012","2012","PC","Percentage","0","Units",,,3,,
"BEL","Belgium","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.41,,
"BEL","Belgium","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.71333333333333,,
"BEL","Belgium","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.84,,
"BEL","Belgium","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.475833333333333,,
"BEL","Belgium","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.7225,,
"BEL","Belgium","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.795,,
"BEL","Belgium","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.193333333333333,,
"BEL","Belgium","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.0299999999999999,,
"BEL","Belgium","IRL","Long-term interest rate on government bonds","EO107_2","EO107_2 Double-hit scenario","A","Annual","2021","2021","PC","Percentage","0","Units",,,-0.0199999999999999,,
"BEL","Belgium","CPIH","Consumer price index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2005","2005","IDX","Index","0","Units","2015","2015",0.826715222626853,,
"BEL","Belgium","CPIH","Consumer price index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2006","2006","IDX","Index","0","Units","2015","2015",0.845957049642078,,
"BEL","Belgium","CPIH","Consumer price index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2007","2007","IDX","Index","0","Units","2015","2015",0.861323844365367,,
"BEL","Belgium","CPIH","Consumer price index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2008","2008","IDX","Index","0","Units","2015","2015",0.899990833256941,,
"BEL","Belgium","CPIH","Consumer price index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2009","2009","IDX","Index","0","Units","2015","2015",0.899932499437492,,
"BEL","Belgium","CPIH","Consumer price index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2010","2010","IDX","Index","0","Units","2015","2015",0.920932674438951,,
"BEL","Belgium","CPIH","Consumer price index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2011","2011","IDX","Index","0","Units","2015","2015",0.951807931732762,,
"BEL","Belgium","CPIH","Consumer price index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2012","2012","IDX","Index","0","Units","2015","2015",0.976799806665053,,
"BEL","Belgium","CPIH","Consumer price index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2013","2013","IDX","Index","0","Units","2015","2015",0.988991574929788,,
"BEL","Belgium","CPIH","Consumer price index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2014","2014","IDX","Index","0","Units","2015","2015",0.993841615346792,,
"BEL","Belgium","CPIH","Consumer price index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2015","2015","IDX","Index","0","Units","2015","2015",1,,
"BEL","Belgium","CPIH","Consumer price index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2016","2016","IDX","Index","0","Units","2015","2015",1.01770014750123,,
"BEL","Belgium","CPIH","Consumer price index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2017","2017","IDX","Index","0","Units","2015","2015",1.04033366944724,,
"BEL","Belgium","CPIH","Consumer price index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2018","2018","IDX","Index","0","Units","2015","2015",1.0643755364628,,
"BEL","Belgium","CPIH","Consumer price index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2019","2019","IDX","Index","0","Units","2015","2015",1.07766731389213,,
"BEL","Belgium","CPIH","Consumer price index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2020","2020","IDX","Index","0","Units","2015","2015",1.08040441451935,,
"BEL","Belgium","CPIH","Consumer price index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2021","2021","IDX","Index","0","Units","2015","2015",1.082156717463,,
"BEL","Belgium","IRS","Short-term interest rate","EO107_2","EO107_2 Double-hit scenario","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.184675,,
"BEL","Belgium","IRS","Short-term interest rate","EO107_2","EO107_2 Double-hit scenario","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.079225,,
"BEL","Belgium","IRS","Short-term interest rate","EO107_2","EO107_2 Double-hit scenario","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.27760833333333,,
"BEL","Belgium","IRS","Short-term interest rate","EO107_2","EO107_2 Double-hit scenario","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.63423333333333,,
"BEL","Belgium","IRS","Short-term interest rate","EO107_2","EO107_2 Double-hit scenario","A","Annual","2009","2009","PC","Percentage","0","Units",,,1.22835833333333,,
"BEL","Belgium","IRS","Short-term interest rate","EO107_2","EO107_2 Double-hit scenario","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.81095,,
"BEL","Belgium","IRS","Short-term interest rate","EO107_2","EO107_2 Double-hit scenario","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.3906,,
"BEL","Belgium","IRS","Short-term interest rate","EO107_2","EO107_2 Double-hit scenario","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.573183333333333,,
"BEL","Belgium","IRS","Short-term interest rate","EO107_2","EO107_2 Double-hit scenario","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.220666666666667,,
"BEL","Belgium","IRS","Short-term interest rate","EO107_2","EO107_2 Double-hit scenario","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.209933333333333,,
"BEL","Belgium","IRS","Short-term interest rate","EO107_2","EO107_2 Double-hit scenario","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.0193666666666667,,
"BEL","Belgium","IRS","Short-term interest rate","EO107_2","EO107_2 Double-hit scenario","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.263691666666667,,
"BEL","Belgium","IRS","Short-term interest rate","EO107_2","EO107_2 Double-hit scenario","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.32905,,
"BEL","Belgium","IRS","Short-term interest rate","EO107_2","EO107_2 Double-hit scenario","A","Annual","2018","2018","PC","Percentage","0","Units",,,-0.322091666666667,,
"BEL","Belgium","IRS","Short-term interest rate","EO107_2","EO107_2 Double-hit scenario","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.356333333333333,,
"BEL","Belgium","IRS","Short-term interest rate","EO107_2","EO107_2 Double-hit scenario","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.400725,,
"BEL","Belgium","IRS","Short-term interest rate","EO107_2","EO107_2 Double-hit scenario","A","Annual","2021","2021","PC","Percentage","0","Units",,,-0.399133333333333,,
"BEL","Belgium","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2005","2005","EUR","Euro","0","Units","2015","2015",255775000000,,
"BEL","Belgium","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2006","2006","EUR","Euro","0","Units","2015","2015",270353000000,,
"BEL","Belgium","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2007","2007","EUR","Euro","0","Units","2015","2015",285066000000,,
"BEL","Belgium","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2008","2008","EUR","Euro","0","Units","2015","2015",290227000000,,
"BEL","Belgium","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2009","2009","EUR","Euro","0","Units","2015","2015",257495000000,,
"BEL","Belgium","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2010","2010","EUR","Euro","0","Units","2015","2015",284374000000,,
"BEL","Belgium","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2011","2011","EUR","Euro","0","Units","2015","2015",297545000000,,
"BEL","Belgium","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2012","2012","EUR","Euro","0","Units","2015","2015",296096000000,,
"BEL","Belgium","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2013","2013","EUR","Euro","0","Units","2015","2015",297141000000,,
"BEL","Belgium","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2014","2014","EUR","Euro","0","Units","2015","2015",312583000000,,
"BEL","Belgium","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2015","2015","EUR","Euro","0","Units","2015","2015",324216000000,,
"BEL","Belgium","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2016","2016","EUR","Euro","0","Units","2015","2015",345367000000,,
"BEL","Belgium","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2017","2017","EUR","Euro","0","Units","2015","2015",363618000000,,
"BEL","Belgium","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2018","2018","EUR","Euro","0","Units","2015","2015",368001000000,,
"BEL","Belgium","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2019","2019","EUR","Euro","0","Units","2015","2015",372042000000,,
"BEL","Belgium","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2020","2020","EUR","Euro","0","Units","2015","2015",328389408026.135,,
"BEL","Belgium","XGSV","Exports of goods and services, volume (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2021","2021","EUR","Euro","0","Units","2015","2015",339140961336.676,,
"BEL","Belgium","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2005","2005","PC","Percentage","0","Units","2015","2015",5.50163547643305,,
"BEL","Belgium","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2006","2006","PC","Percentage","0","Units","2015","2015",5.6995406118659,,
"BEL","Belgium","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2007","2007","PC","Percentage","0","Units","2015","2015",5.44214415967272,,
"BEL","Belgium","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2008","2008","PC","Percentage","0","Units","2015","2015",1.81045792904099,,
"BEL","Belgium","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2009","2009","PC","Percentage","0","Units","2015","2015",-11.2780685463448,,
"BEL","Belgium","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2010","2010","PC","Percentage","0","Units","2015","2015",10.4386492941611,,
"BEL","Belgium","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2011","2011","PC","Percentage","0","Units","2015","2015",4.63157672642365,,
"BEL","Belgium","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2012","2012","PC","Percentage","0","Units","2015","2015",-0.486985161908283,,
"BEL","Belgium","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2013","2013","PC","Percentage","0","Units","2015","2015",0.352926078028747,,
"BEL","Belgium","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2014","2014","PC","Percentage","0","Units","2015","2015",5.19685940344819,,
"BEL","Belgium","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2015","2015","PC","Percentage","0","Units","2015","2015",3.72157155059616,,
"BEL","Belgium","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2016","2016","PC","Percentage","0","Units","2015","2015",6.5237372615787,,
"BEL","Belgium","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2017","2017","PC","Percentage","0","Units","2015","2015",5.28452342001407,,
"BEL","Belgium","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2018","2018","PC","Percentage","0","Units","2015","2015",1.20538587198654,,
"BEL","Belgium","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2019","2019","PC","Percentage","0","Units","2015","2015",1.09809484213358,,
"BEL","Belgium","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2020","2020","PC","Percentage","0","Units","2015","2015",-11.7332430139246,,
"BEL","Belgium","XGSV_ANNPCT","Exports of goods and services, volume, growth (national accounts basis)","EO107_2","EO107_2 Double-hit scenario","A","Annual","2021","2021","PC","Percentage","0","Units","2015","2015",3.27402560733187,,
"BEL","Belgium","PCOREH","Core inflation index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2005","2005","IDX","Index","0","Units","2015","2015",0.853025000000001,,
"BEL","Belgium","PCOREH","Core inflation index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2006","2006","IDX","Index","0","Units","2015","2015",0.866158333333334,,
"BEL","Belgium","PCOREH","Core inflation index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2007","2007","IDX","Index","0","Units","2015","2015",0.878558333333335,,
"BEL","Belgium","PCOREH","Core inflation index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2008","2008","IDX","Index","0","Units","2015","2015",0.894616666666667,,
"BEL","Belgium","PCOREH","Core inflation index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2009","2009","IDX","Index","0","Units","2015","2015",0.913333333333334,,
"BEL","Belgium","PCOREH","Core inflation index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2010","2010","IDX","Index","0","Units","2015","2015",0.923825000000001,,
"BEL","Belgium","PCOREH","Core inflation index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2011","2011","IDX","Index","0","Units","2015","2015",0.937933333333334,,
"BEL","Belgium","PCOREH","Core inflation index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2012","2012","IDX","Index","0","Units","2015","2015",0.955391666666668,,
"BEL","Belgium","PCOREH","Core inflation index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2013","2013","IDX","Index","0","Units","2015","2015",0.969791666666668,,
"BEL","Belgium","PCOREH","Core inflation index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2014","2014","IDX","Index","0","Units","2015","2015",0.983933333333334,,
"BEL","Belgium","PCOREH","Core inflation index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2015","2015","IDX","Index","0","Units","2015","2015",1,,
"BEL","Belgium","PCOREH","Core inflation index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2016","2016","IDX","Index","0","Units","2015","2015",1.017525,,
"BEL","Belgium","PCOREH","Core inflation index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2017","2017","IDX","Index","0","Units","2015","2015",1.03255833333333,,
"BEL","Belgium","PCOREH","Core inflation index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2018","2018","IDX","Index","0","Units","2015","2015",1.04576666666667,,
"BEL","Belgium","PCOREH","Core inflation index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2019","2019","IDX","Index","0","Units","2015","2015",1.06167500000057,,
"BEL","Belgium","PCOREH","Core inflation index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2020","2020","IDX","Index","0","Units","2015","2015",1.07152140153528,,
"BEL","Belgium","PCOREH","Core inflation index, harmonised","EO107_2","EO107_2 Double-hit scenario","A","Annual","2021","2021","IDX","Index","0","Units","2015","2015",1.07527412970041,,
"BEL","Belgium","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_2","EO107_2 Double-hit scenario","A","Annual","2005","2005","PC","Percentage","0","Units","2015","2015",0.361762397187809,,
"BEL","Belgium","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_2","EO107_2 Double-hit scenario","A","Annual","2006","2006","PC","Percentage","0","Units","2015","2015",0.74585416170753,,
"BEL","Belgium","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_2","EO107_2 Double-hit scenario","A","Annual","2007","2007","PC","Percentage","0","Units","2015","2015",1.92621429133991,,
"BEL","Belgium","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_2","EO107_2 Double-hit scenario","A","Annual","2008","2008","PC","Percentage","0","Units","2015","2015",3.09964566016492,,
"BEL","Belgium","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_2","EO107_2 Double-hit scenario","A","Annual","2009","2009","PC","Percentage","0","Units","2015","2015",1.57924603047142,,
"BEL","Belgium","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_2","EO107_2 Double-hit scenario","A","Annual","2010","2010","PC","Percentage","0","Units","2015","2015",0.372072432911019,,
"BEL","Belgium","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_2","EO107_2 Double-hit scenario","A","Annual","2011","2011","PC","Percentage","0","Units","2015","2015",0.485156520734666,,
"BEL","Belgium","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_2","EO107_2 Double-hit scenario","A","Annual","2012","2012","PC","Percentage","0","Units","2015","2015",1.1850891952053,,
"BEL","Belgium","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_2","EO107_2 Double-hit scenario","A","Annual","2013","2013","PC","Percentage","0","Units","2015","2015",0.13736405606106,,
"BEL","Belgium","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_2","EO107_2 Double-hit scenario","A","Annual","2014","2014","PC","Percentage","0","Units","2015","2015",1.21188992945254,,
"BEL","Belgium","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_2","EO107_2 Double-hit scenario","A","Annual","2015","2015","PC","Percentage","0","Units","2015","2015",0.277180503612518,,
"BEL","Belgium","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_2","EO107_2 Double-hit scenario","A","Annual","2016","2016","PC","Percentage","0","Units","2015","2015",0.470514110342164,,
"BEL","Belgium","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_2","EO107_2 Double-hit scenario","A","Annual","2017","2017","PC","Percentage","0","Units","2015","2015",-0.0283211619768171,,
"BEL","Belgium","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_2","EO107_2 Double-hit scenario","A","Annual","2018","2018","PC","Percentage","0","Units","2015","2015",1.04716809324349,,
"BEL","Belgium","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_2","EO107_2 Double-hit scenario","A","Annual","2019","2019","PC","Percentage","0","Units","2015","2015",1.8243168824407,,
"BEL","Belgium","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_2","EO107_2 Double-hit scenario","A","Annual","2020","2020","PC","Percentage","0","Units","2015","2015",-0.432573362092728,,
"BEL","Belgium","CGV_ANNPCT","Government final consumption expenditure, volume, growth","EO107_2","EO107_2 Double-hit scenario","A","Annual","2021","2021","PC","Percentage","0","Units","2015","2015",-0.317810444456184,,
"BEL","Belgium","LF","Labour force","EO107_2","EO107_2 Double-hit scenario","A","Annual","2005","2005","PER","Persons","0","Units",,,4748346.96197652,,
"BEL","Belgium","LF","Labour force","EO107_2","EO107_2 Double-hit scenario","A","Annual","2006","2006","PER","Persons","0","Units",,,4792588.22276158,,
"BEL","Belgium","LF","Labour force","EO107_2","EO107_2 Double-hit scenario","A","Annual","2007","2007","PER","Persons","0","Units",,,4832241.57664462,,
"BEL","Belgium","LF","Labour force","EO107_2","EO107_2 Double-hit scenario","A","Annual","2008","2008","PER","Persons","0","Units",,,4889840.15772729,,
"BEL","Belgium","LF","Labour force","EO107_2","EO107_2 Double-hit scenario","A","Annual","2009","2009","PER","Persons","0","Units",,,4932589.99619135,,
"BEL","Belgium","LF","Labour force","EO107_2","EO107_2 Double-hit scenario","A","Annual","2010","2010","PER","Persons","0","Units",,,4987443.64653149,,
"BEL","Belgium","LF","Labour force","EO107_2","EO107_2 Double-hit scenario","A","Annual","2011","2011","PER","Persons","0","Units",,,4990030.74440685,,
"BEL","Belgium","LF","Labour force","EO107_2","EO107_2 Double-hit scenario","A","Annual","2012","2012","PER","Persons","0","Units",,,5033070.36405567,,
"BEL","Belgium","LF","Labour force","EO107_2","EO107_2 Double-hit scenario","A","Annual","2013","2013","PER","Persons","0","Units",,,5067042.92569585,,
"BEL","Belgium","LF","Labour force","EO107_2","EO107_2 Double-hit scenario","A","Annual","2014","2014","PER","Persons","0","Units",,,5093053.42935393,,
"BEL","Belgium","LF","Labour force","EO107_2","EO107_2 Double-hit scenario","A","Annual","2015","2015","PER","Persons","0","Units",,,5133555.72101333,,
"BEL","Belgium","LF","Labour force","EO107_2","EO107_2 Double-hit scenario","A","Annual","2016","2016","PER","Persons","0","Units",,,5161155.75385052,,
"BEL","Belgium","LF","Labour force","EO107_2","EO107_2 Double-hit scenario","A","Annual","2017","2017","PER","Persons","0","Units",,,5203537.85891429,,
"BEL","Belgium","LF","Labour force","EO107_2","EO107_2 Double-hit scenario","A","Annual","2018","2018","PER","Persons","0","Units",,,5210071.8132184,,
"BEL","Belgium","LF","Labour force","EO107_2","EO107_2 Double-hit scenario","A","Annual","2019","2019","PER","Persons","0","Units",,,5258283.51319347,,
